Temperature,Pressure,Density,SpecificVolume,InternalEnergy,Enthalpy,Entropy,Cv,Cp,SpeedSound,JT,Viscosity,ThermalConductivity
21,0.05,0.57277,1.7459,217.93,305.22,7.0312,0.74295,1.0405,349.63,2.2165,1.76E-05,0.02545
21,0.06,0.68734,1.4549,217.9,305.2,6.977,0.74298,1.0406,349.64,2.2157,1.76E-05,0.025453
21,0.07,0.80192,1.247,217.88,305.17,6.9312,0.743,1.0408,349.65,2.2149,1.76E-05,0.025456
21,0.08,0.9165,1.0911,217.86,305.15,6.8915,0.74303,1.041,349.67,2.2142,1.76E-05,0.025459
21,0.09,1.0311,0.96985,217.84,305.13,6.8565,0.74306,1.0411,349.68,2.2134,1.76E-05,0.025462
21,0.1,1.1457,0.87285,217.82,305.1,6.8251,0.74308,1.0413,349.7,2.2127,1.76E-05,0.025465
21,0.11,1.2603,0.79348,217.8,305.08,6.7968,0.74311,1.0415,349.71,2.2119,1.76E-05,0.025469
21,0.12,1.3749,0.72734,217.78,305.06,6.7709,0.74313,1.0417,349.73,2.2112,1.76E-05,0.025472
21,0.13,1.4895,0.67138,217.76,305.04,6.7471,0.74316,1.0418,349.74,2.2104,1.76E-05,0.025475
21,0.14,1.6041,0.62341,217.74,305.01,6.725,0.74319,1.042,349.76,2.2096,1.76E-05,0.025478
21,0.15,1.7187,0.58183,217.71,304.99,6.7044,0.74321,1.0422,349.77,2.2089,1.76E-05,0.025481
21,0.16,1.8333,0.54546,217.69,304.97,6.6852,0.74324,1.0423,349.78,2.2081,1.76E-05,0.025484
21,0.17,1.948,0.51336,217.67,304.94,6.6672,0.74326,1.0425,349.8,2.2074,1.76E-05,0.025488
21,0.18,2.0626,0.48483,217.65,304.92,6.6501,0.74329,1.0427,349.81,2.2066,1.76E-05,0.025491
21,0.19,2.1772,0.4593,217.63,304.9,6.634,0.74332,1.0428,349.83,2.2058,1.76E-05,0.025494
21,0.2,2.2919,0.43632,217.61,304.87,6.6187,0.74334,1.043,349.84,2.2051,1.76E-05,0.025497
21,0.21,2.4065,0.41554,217.59,304.85,6.6041,0.74337,1.0432,349.86,2.2043,1.76E-05,0.0255
21,0.22,2.5212,0.39664,217.57,304.83,6.5903,0.74339,1.0434,349.87,2.2036,1.76E-05,0.025504
21,0.23,2.6358,0.37939,217.55,304.81,6.577,0.74342,1.0435,349.89,2.2028,1.76E-05,0.025507
21,0.24,2.7505,0.36357,217.53,304.78,6.5643,0.74345,1.0437,349.9,2.202,1.76E-05,0.02551
21,0.25,2.8652,0.34902,217.5,304.76,6.5521,0.74347,1.0439,349.92,2.2013,1.77E-05,0.025514
21,0.26,2.9798,0.33559,217.48,304.74,6.5404,0.7435,1.044,349.93,2.2005,1.77E-05,0.025517
21,0.27,3.0945,0.32315,217.46,304.71,6.5291,0.74352,1.0442,349.95,2.1998,1.77E-05,0.02552
21,0.28,3.2092,0.31161,217.44,304.69,6.5183,0.74355,1.0444,349.96,2.199,1.77E-05,0.025523
21,0.29,3.3239,0.30085,217.42,304.67,6.5078,0.74358,1.0445,349.98,2.1982,1.77E-05,0.025527
21,0.3,3.4386,0.29082,217.4,304.64,6.4976,0.7436,1.0447,349.99,2.1975,1.77E-05,0.02553
21,0.31,3.5533,0.28143,217.38,304.62,6.4878,0.74363,1.0449,350.01,2.1967,1.77E-05,0.025533
21,0.32,3.668,0.27263,217.36,304.6,6.4783,0.74365,1.045,350.02,2.196,1.77E-05,0.025537
21,0.33,3.7827,0.26436,217.34,304.58,6.4691,0.74368,1.0452,350.04,2.1952,1.77E-05,0.02554
21,0.34,3.8974,0.25658,217.31,304.55,6.4602,0.74371,1.0454,350.05,2.1944,1.77E-05,0.025543
21,0.35,4.0121,0.24925,217.29,304.53,6.4515,0.74373,1.0456,350.07,2.1937,1.77E-05,0.025547
21,0.36,4.1268,0.24232,217.27,304.51,6.4431,0.74376,1.0457,350.08,2.1929,1.77E-05,0.02555
21,0.37,4.2415,0.23576,217.25,304.48,6.4349,0.74378,1.0459,350.1,2.1921,1.77E-05,0.025553
21,0.38,4.3563,0.22955,217.23,304.46,6.4269,0.74381,1.0461,350.11,2.1914,1.77E-05,0.025557
21,0.39,4.471,0.22366,217.21,304.44,6.4191,0.74384,1.0462,350.13,2.1906,1.77E-05,0.02556
21,0.4,4.5857,0.21807,217.19,304.42,6.4115,0.74386,1.0464,350.14,2.1899,1.77E-05,0.025564
21,0.41,4.7005,0.21274,217.17,304.39,6.4041,0.74389,1.0466,350.16,2.1891,1.77E-05,0.025567
21,0.42,4.8152,0.20767,217.15,304.37,6.3969,0.74391,1.0467,350.17,2.1883,1.77E-05,0.02557
21,0.43,4.93,0.20284,217.13,304.35,6.3899,0.74394,1.0469,350.19,2.1876,1.77E-05,0.025574
21,0.44,5.0448,0.19823,217.1,304.32,6.383,0.74397,1.0471,350.2,2.1868,1.77E-05,0.025577
21,0.45,5.1595,0.19382,217.08,304.3,6.3762,0.74399,1.0473,350.22,2.186,1.77E-05,0.025581
21,0.46,5.2743,0.1896,217.06,304.28,6.3696,0.74402,1.0474,350.23,2.1853,1.77E-05,0.025584
21,0.47,5.3891,0.18556,217.04,304.25,6.3632,0.74404,1.0476,350.25,2.1845,1.77E-05,0.025587
21,0.48,5.5038,0.18169,217.02,304.23,6.3569,0.74407,1.0478,350.26,2.1838,1.77E-05,0.025591
21,0.49,5.6186,0.17798,217,304.21,6.3507,0.7441,1.0479,350.28,2.183,1.77E-05,0.025594
21,0.5,5.7334,0.17442,216.98,304.19,6.3446,0.74412,1.0481,350.29,2.1822,1.77E-05,0.025598
21,0.51,5.8482,0.17099,216.96,304.16,6.3387,0.74415,1.0483,350.31,2.1815,1.77E-05,0.025601
21,0.52,5.963,0.1677,216.94,304.14,6.3328,0.74417,1.0484,350.32,2.1807,1.77E-05,0.025605
21,0.53,6.0778,0.16453,216.91,304.12,6.3271,0.7442,1.0486,350.34,2.1799,1.77E-05,0.025608
21,0.54,6.1926,0.16148,216.89,304.09,6.3215,0.74423,1.0488,350.35,2.1792,1.77E-05,0.025612
21,0.55,6.3074,0.15854,216.87,304.07,6.316,0.74425,1.049,350.37,2.1784,1.77E-05,0.025615
21,0.56,6.4222,0.15571,216.85,304.05,6.3105,0.74428,1.0491,350.39,2.1776,1.77E-05,0.025619
21,0.57,6.537,0.15297,216.83,304.03,6.3052,0.7443,1.0493,350.4,2.1769,1.77E-05,0.025622
21,0.58,6.6519,0.15033,216.81,304,6.3,0.74433,1.0495,350.42,2.1761,1.77E-05,0.025626
21,0.59,6.7667,0.14778,216.79,303.98,6.2948,0.74435,1.0496,350.43,2.1753,1.77E-05,0.02563
21,0.6,6.8815,0.14532,216.77,303.96,6.2898,0.74438,1.0498,350.45,2.1746,1.77E-05,0.025633
21,0.61,6.9963,0.14293,216.75,303.94,6.2848,0.74441,1.05,350.46,2.1738,1.77E-05,0.025637
21,0.62,7.1112,0.14062,216.73,303.91,6.2799,0.74443,1.0501,350.48,2.173,1.77E-05,0.02564
21,0.63,7.226,0.13839,216.7,303.89,6.2751,0.74446,1.0503,350.49,2.1723,1.77E-05,0.025644
21,0.64,7.3409,0.13622,216.68,303.87,6.2703,0.74448,1.0505,350.51,2.1715,1.77E-05,0.025647
21,0.65,7.4557,0.13412,216.66,303.84,6.2657,0.74451,1.0507,350.53,2.1708,1.77E-05,0.025651
21,0.66,7.5706,0.13209,216.64,303.82,6.2611,0.74454,1.0508,350.54,2.17,1.77E-05,0.025655
21,0.67,7.6855,0.13012,216.62,303.8,6.2565,0.74456,1.051,350.56,2.1692,1.77E-05,0.025658
21,0.68,7.8003,0.1282,216.6,303.78,6.2521,0.74459,1.0512,350.57,2.1685,1.77E-05,0.025662
21,0.69,7.9152,0.12634,216.58,303.75,6.2477,0.74461,1.0513,350.59,2.1677,1.77E-05,0.025666
21,0.7,8.0301,0.12453,216.56,303.73,6.2433,0.74464,1.0515,350.6,2.1669,1.77E-05,0.025669
21,0.71,8.1449,0.12278,216.54,303.71,6.239,0.74466,1.0517,350.62,2.1662,1.77E-05,0.025673
21,0.72,8.2598,0.12107,216.52,303.68,6.2348,0.74469,1.0518,350.64,2.1654,1.77E-05,0.025676
21,0.73,8.3747,0.11941,216.49,303.66,6.2306,0.74472,1.052,350.65,2.1646,1.77E-05,0.02568
21,0.74,8.4896,0.11779,216.47,303.64,6.2265,0.74474,1.0522,350.67,2.1639,1.77E-05,0.025684
21,0.75,8.6045,0.11622,216.45,303.62,6.2225,0.74477,1.0524,350.68,2.1631,1.77E-05,0.025687
21,0.76,8.7194,0.11469,216.43,303.59,6.2185,0.74479,1.0525,350.7,2.1623,1.77E-05,0.025691
21,0.77,8.8343,0.1132,216.41,303.57,6.2145,0.74482,1.0527,350.72,2.1616,1.77E-05,0.025695
21,0.78,8.9492,0.11174,216.39,303.55,6.2106,0.74484,1.0529,350.73,2.1608,1.77E-05,0.025699
21,0.79,9.0641,0.11033,216.37,303.52,6.2068,0.74487,1.053,350.75,2.16,1.77E-05,0.025702
21,0.8,9.179,0.10894,216.35,303.5,6.203,0.7449,1.0532,350.76,2.1593,1.77E-05,0.025706
21,0.81,9.294,0.1076,216.33,303.48,6.1992,0.74492,1.0534,350.78,2.1585,1.77E-05,0.02571
21,0.82,9.4089,0.10628,216.3,303.46,6.1955,0.74495,1.0535,350.8,2.1577,1.77E-05,0.025713
21,0.83,9.5238,0.105,216.28,303.43,6.1918,0.74497,1.0537,350.81,2.1569,1.77E-05,0.025717
21,0.84,9.6387,0.10375,216.26,303.41,6.1882,0.745,1.0539,350.83,2.1562,1.77E-05,0.025721
21,0.85,9.7537,0.10253,216.24,303.39,6.1846,0.74502,1.0541,350.85,2.1554,1.77E-05,0.025725
21,0.86,9.8686,0.10133,216.22,303.37,6.1811,0.74505,1.0542,350.86,2.1546,1.78E-05,0.025728
21,0.87,9.9836,0.10016,216.2,303.34,6.1776,0.74508,1.0544,350.88,2.1539,1.78E-05,0.025732
21,0.88,10.099,0.099025,216.18,303.32,6.1741,0.7451,1.0546,350.89,2.1531,1.78E-05,0.025736
21,0.89,10.213,0.09791,216.16,303.3,6.1707,0.74513,1.0547,350.91,2.1523,1.78E-05,0.02574
21,0.9,10.328,0.09682,216.14,303.27,6.1673,0.74515,1.0549,350.93,2.1516,1.78E-05,0.025744
21,0.91,10.443,0.095755,216.12,303.25,6.164,0.74518,1.0551,350.94,2.1508,1.78E-05,0.025747
21,0.92,10.558,0.094712,216.09,303.23,6.1606,0.7452,1.0553,350.96,2.15,1.78E-05,0.025751
21,0.93,10.673,0.093692,216.07,303.21,6.1574,0.74523,1.0554,350.98,2.1493,1.78E-05,0.025755
21,0.94,10.788,0.092693,216.05,303.18,6.1541,0.74526,1.0556,350.99,2.1485,1.78E-05,0.025759
21,0.95,10.903,0.091716,216.03,303.16,6.1509,0.74528,1.0558,351.01,2.1477,1.78E-05,0.025763
21,0.96,11.018,0.090759,216.01,303.14,6.1477,0.74531,1.0559,351.02,2.147,1.78E-05,0.025767
21,0.97,11.133,0.089821,215.99,303.12,6.1446,0.74533,1.0561,351.04,2.1462,1.78E-05,0.02577
21,0.98,11.248,0.088903,215.97,303.09,6.1415,0.74536,1.0563,351.06,2.1454,1.78E-05,0.025774
21,0.99,11.363,0.088004,215.95,303.07,6.1384,0.74538,1.0564,351.07,2.1446,1.78E-05,0.025778
21,1,11.478,0.087122,215.93,303.05,6.1353,0.74541,1.0566,351.09,2.1439,1.78E-05,0.025782
22,0.01,0.11416,8.76,218.75,306.35,7.5127,0.74286,1.0398,350.16,2.2032,1.77E-05,0.025505
22,0.02,0.22832,4.3799,218.73,306.33,7.3069,0.74289,1.04,350.18,2.2025,1.77E-05,0.025508
22,0.03,0.34248,2.9199,218.71,306.31,7.1865,0.74291,1.0401,350.19,2.2017,1.77E-05,0.025511
22,0.04,0.45665,2.1898,218.69,306.28,7.1011,0.74294,1.0403,350.21,2.201,1.77E-05,0.025514
22,0.05,0.57083,1.7518,218.67,306.26,7.0348,0.74296,1.0405,350.22,2.2002,1.77E-05,0.025517
22,0.06,0.68501,1.4598,218.65,306.24,6.9806,0.74299,1.0406,350.23,2.1995,1.77E-05,0.02552
22,0.07,0.7992,1.2513,218.63,306.21,6.9348,0.74302,1.0408,350.25,2.1987,1.77E-05,0.025523
22,0.08,0.91339,1.0948,218.61,306.19,6.895,0.74304,1.041,350.26,2.198,1.77E-05,0.025527
22,0.09,1.0276,0.97316,218.58,306.17,6.86,0.74307,1.0412,350.28,2.1972,1.77E-05,0.02553
22,0.1,1.1418,0.87582,218.56,306.15,6.8287,0.74309,1.0413,350.29,2.1965,1.77E-05,0.025533
22,0.11,1.256,0.79618,218.54,306.12,6.8003,0.74312,1.0415,350.31,2.1957,1.77E-05,0.025536
22,0.12,1.3702,0.72982,218.52,306.1,6.7744,0.74315,1.0417,350.32,2.195,1.77E-05,0.025539
22,0.13,1.4844,0.67367,218.5,306.08,6.7506,0.74317,1.0418,350.34,2.1942,1.77E-05,0.025542
22,0.14,1.5986,0.62553,218.48,306.05,6.7285,0.7432,1.042,350.35,2.1934,1.77E-05,0.025545
22,0.15,1.7129,0.58382,218.46,306.03,6.708,0.74322,1.0422,350.37,2.1927,1.77E-05,0.025549
22,0.16,1.8271,0.54732,218.44,306.01,6.6888,0.74325,1.0423,350.38,2.1919,1.77E-05,0.025552
22,0.17,1.9413,0.51511,218.42,305.99,6.6707,0.74328,1.0425,350.39,2.1912,1.77E-05,0.025555
22,0.18,2.0556,0.48648,218.4,305.96,6.6537,0.7433,1.0427,350.41,2.1904,1.77E-05,0.025558
22,0.19,2.1698,0.46087,218.38,305.94,6.6375,0.74333,1.0428,350.42,2.1897,1.77E-05,0.025561
22,0.2,2.2841,0.43782,218.35,305.92,6.6222,0.74335,1.043,350.44,2.1889,1.77E-05,0.025565
22,0.21,2.3983,0.41696,218.33,305.89,6.6077,0.74338,1.0432,350.45,2.1882,1.77E-05,0.025568
22,0.22,2.5126,0.398,218.31,305.87,6.5938,0.7434,1.0433,350.47,2.1874,1.77E-05,0.025571
22,0.23,2.6268,0.38069,218.29,305.85,6.5805,0.74343,1.0435,350.48,2.1866,1.77E-05,0.025574
22,0.24,2.7411,0.36482,218.27,305.83,6.5678,0.74346,1.0437,350.5,2.1859,1.77E-05,0.025577
22,0.25,2.8554,0.35022,218.25,305.8,6.5557,0.74348,1.0438,350.51,2.1851,1.77E-05,0.025581
22,0.26,2.9697,0.33674,218.23,305.78,6.5439,0.74351,1.044,350.53,2.1844,1.77E-05,0.025584
22,0.27,3.0839,0.32426,218.21,305.76,6.5327,0.74353,1.0442,350.54,2.1836,1.77E-05,0.025587
22,0.28,3.1982,0.31267,218.19,305.73,6.5218,0.74356,1.0443,350.56,2.1829,1.77E-05,0.025591
22,0.29,3.3125,0.30188,218.17,305.71,6.5113,0.74359,1.0445,350.57,2.1821,1.77E-05,0.025594
22,0.3,3.4268,0.29182,218.14,305.69,6.5012,0.74361,1.0447,350.59,2.1814,1.77E-05,0.025597
22,0.31,3.5411,0.2824,218.12,305.67,6.4914,0.74364,1.0449,350.6,2.1806,1.77E-05,0.0256
22,0.32,3.6554,0.27357,218.1,305.64,6.4819,0.74366,1.045,350.62,2.1798,1.77E-05,0.025604
22,0.33,3.7697,0.26527,218.08,305.62,6.4727,0.74369,1.0452,350.63,2.1791,1.77E-05,0.025607
22,0.34,3.8841,0.25746,218.06,305.6,6.4638,0.74371,1.0454,350.65,2.1783,1.77E-05,0.02561
22,0.35,3.9984,0.2501,218.04,305.58,6.4551,0.74374,1.0455,350.66,2.1776,1.77E-05,0.025614
22,0.36,4.1127,0.24315,218.02,305.55,6.4467,0.74377,1.0457,350.68,2.1768,1.77E-05,0.025617
22,0.37,4.227,0.23657,218,305.53,6.4384,0.74379,1.0459,350.69,2.176,1.77E-05,0.02562
22,0.38,4.3414,0.23034,217.98,305.51,6.4305,0.74382,1.046,350.71,2.1753,1.77E-05,0.025624
22,0.39,4.4557,0.22443,217.96,305.48,6.4227,0.74384,1.0462,350.72,2.1745,1.77E-05,0.025627
22,0.4,4.5701,0.21882,217.94,305.46,6.4151,0.74387,1.0464,350.74,2.1738,1.77E-05,0.025631
22,0.41,4.6844,0.21347,217.91,305.44,6.4077,0.74389,1.0465,350.75,2.173,1.77E-05,0.025634
22,0.42,4.7987,0.20839,217.89,305.42,6.4005,0.74392,1.0467,350.77,2.1723,1.77E-05,0.025637
22,0.43,4.9131,0.20354,217.87,305.39,6.3934,0.74395,1.0469,350.79,2.1715,1.77E-05,0.025641
22,0.44,5.0275,0.19891,217.85,305.37,6.3865,0.74397,1.047,350.8,2.1707,1.77E-05,0.025644
22,0.45,5.1418,0.19448,217.83,305.35,6.3798,0.744,1.0472,350.82,2.17,1.77E-05,0.025648
22,0.46,5.2562,0.19025,217.81,305.33,6.3732,0.74402,1.0474,350.83,2.1692,1.77E-05,0.025651
22,0.47,5.3706,0.1862,217.79,305.3,6.3667,0.74405,1.0475,350.85,2.1685,1.77E-05,0.025654
22,0.48,5.485,0.18232,217.77,305.28,6.3604,0.74407,1.0477,350.86,2.1677,1.77E-05,0.025658
22,0.49,5.5993,0.17859,217.75,305.26,6.3542,0.7441,1.0479,350.88,2.1669,1.77E-05,0.025661
22,0.5,5.7137,0.17502,217.73,305.23,6.3482,0.74413,1.0481,350.89,2.1662,1.77E-05,0.025665
22,0.51,5.8281,0.17158,217.7,305.21,6.3422,0.74415,1.0482,350.91,2.1654,1.77E-05,0.025668
22,0.52,5.9425,0.16828,217.68,305.19,6.3364,0.74418,1.0484,350.92,2.1647,1.77E-05,0.025672
22,0.53,6.0569,0.1651,217.66,305.17,6.3307,0.7442,1.0486,350.94,2.1639,1.77E-05,0.025675
