Temperature,Pressure,Density,SpecificVolume,InternalEnergy,Enthalpy,Entropy,Cv,Cp,SpeedSound,JT,Viscosity,ThermalConductivity
20,0.02,0.01654,60.46,2650.7,3859.9,59.826,10.16,14.285,1304,-0.28946,8.81E-06,0.18239
20,0.03,0.024808,40.309,2650.6,3859.9,58.153,10.16,14.285,1304,-0.2895,8.81E-06,0.18241
20,0.04,0.033076,30.234,2650.6,3860,56.967,10.16,14.286,1304.1,-0.28955,8.81E-06,0.18242
20,0.05,0.041342,24.188,2650.6,3860,56.046,10.16,14.286,1304.2,-0.28959,8.81E-06,0.18243
20,0.06,0.049608,20.158,2650.5,3860,55.294,10.161,14.286,1304.3,-0.28964,8.81E-06,0.18244
20,0.07,0.057872,17.279,2650.5,3860.1,54.658,10.161,14.286,1304.4,-0.28969,8.81E-06,0.18245
20,0.08,0.066136,15.12,2650.5,3860.1,54.107,10.161,14.287,1304.5,-0.28973,8.81E-06,0.18246
20,0.09,0.074398,13.441,2650.5,3860.2,53.622,10.161,14.287,1304.6,-0.28978,8.81E-06,0.18247
20,0.1,0.08266,12.098,2650.4,3860.2,53.187,10.161,14.287,1304.6,-0.28982,8.81E-06,0.18248
20,0.11,0.090921,10.999,2650.4,3860.2,52.794,10.161,14.288,1304.7,-0.28987,8.81E-06,0.18249
20,0.12,0.09918,10.083,2650.4,3860.3,52.435,10.161,14.288,1304.8,-0.28992,8.81E-06,0.1825
20,0.13,0.10744,9.3076,2650.3,3860.3,52.105,10.161,14.288,1304.9,-0.28996,8.81E-06,0.18251
20,0.14,0.1157,8.6433,2650.3,3860.4,51.799,10.161,14.288,1305,-0.29001,8.81E-06,0.18252
20,0.15,0.12395,8.0675,2650.3,3860.4,51.514,10.161,14.289,1305.1,-0.29006,8.81E-06,0.18253
20,0.16,0.13221,7.5638,2650.2,3860.5,51.248,10.161,14.289,1305.1,-0.2901,8.81E-06,0.18254
20,0.17,0.14046,7.1193,2650.2,3860.5,50.998,10.161,14.289,1305.2,-0.29015,8.81E-06,0.18255
